Brewery,Name,Score,Style,ABV,Address,Lat,Lon,Link
Coronado Brewing Company,Nutter Brown,3.6,,4.8,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Octoberfest,3.5,,,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Old Scallywag,3.0,,,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Orange Avenue Wit,3.6,,5.2,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Outlet Stout,4.2,,,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Pacific Pils,3.5,,,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Picadilly Porter,3.7,,5.5,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Point Loma Porter,3.7,,,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Red Devil,3.9,,9.0,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Reggage Rye,3.0,,,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Rhythm And Brews,4.0,,4.0,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Riptide Rye,2.5,,,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Rock Bock,3.8,,6.5,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Saison By The Sea,3.3,,8.0,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Skipper's Best Bitter,3.8,,5.2,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Stoopid Stout,4.0,,9.3,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,TR Pale Ale,4.0,,5.5,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Tent City Tan,2.5,,,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,USS Lincoln Lager,3.5,,,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Coronado Brewing Company,Uptown Brown,4.0,,,"170 Orange Ave, Coronado, CA 92118",32.6977361,-117.1731746,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Coronado+Brew+Pub/@32.6977361,-117.1731746,15z/data=!4m2!3m1!1s0x0:0xfbcda331a02f2df?sa=X&ved=0ahUKEwiTkbnb1OLZAhWE7oMKHTgtDkIQ_BIItgEwCg"
Latitude 33 Brewing Company,Latitude 33 Lost Cities,4.2,IPA,6.3,"1430 Vantage Ct #104, Vista, CA 92081",33.1362843,-117.2266799,"https://www.google.com/maps/place/1430+Vantage+Ct+%23104,+Vista,+CA+92081/@33.1362843,-117.2266799,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc74de4268b9e9:0xfc4d408146128d94!8m2!3d33.1362843!4d-117.2244859"
Latitude 33 Brewing Company,Latitude 33 Carolina Honey Hips Strong Blonde Ale,2.5,American Strong Ale,8.25,"1430 Vantage Ct #104, Vista, CA 92081",33.1362843,-117.2266799,"https://www.google.com/maps/place/1430+Vantage+Ct+%23104,+Vista,+CA+92081/@33.1362843,-117.2266799,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc74de4268b9e9:0xfc4d408146128d94!8m2!3d33.1362843!4d-117.2244859"
Plan 9 Alehouse,Beachwood LBC IPA,4.15,IPA,7.1,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Fremont Field to Ferment - Centennial,4.75,Pale Ale - American,6.0,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Modern Times / Garage Project Blam! Blam!,4.9,IPA,7.0,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,SKA Ska Face,4.45,Barley Wine / Wheat Wine,11.5,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Noble Ale Works Tongue Tickles,4.85,IPA - Imperial / Double,8.0,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Fremont Rusty Nail,5.0,Stout - Imperial,13.2,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Societe The Bachelor with Mosaic,4.35,IPA,6.5,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Ironfire Last Rites Barrel Aged Triple Chocolate Imperial Stout,4.95,Stout - Imperial,16.0,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Noble Ale Works Nose Candy,4.35,IPA - Session,4.4,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Pizza Port / Stone BFF,4.25,Pale Ale - American,6.2,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Prairie Birthday Bomb!,5.0,Stout - Imperial,13.0,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Prairie Phantasmagoria,4.8,IPA - Imperial / Double,8.0,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Prairie Era,3.7,Saison,3.9,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,El Segundo Hop Tanker,4.85,IPA - Imperial / Double,9.2,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Pizza Port / 3 Floyds Order In The Port,4.95,Stout - Imperial,9.5,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Fremont Summer Ale,4.35,Pale Ale - American,5.2,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Lord Hobo Angelica,4.15,Wheat Ale,5.5,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Modern Times Avalon,4.85,IPA - Hazy / New England,7.0,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Ninkasi Helles Belles,2.25,Helles,5.3,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Jolly Pumpkin / Holy Mountain Smashed Grabbed & Hop Dusted 2,4.65,Sour / Wild Ale,6.5,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Great Divide Yeti Imperial Stout - Chai,4.95,Stout - Imperial,9.5,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Firestone Walker 17 (XVII Seventeenth Anniversary Ale),5.0,American Strong Ale,13.3,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Mikkeller San Diego Træ Blod,4.9,Stout - Imperial,11.0,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Sixpoint Hi-Res,4.75,IPA - Imperial / Double,10.5,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Sudwerk The Bourbonator,4.35,Bock - Doppelbock,9.0,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Smog City Cuddlebug,4.9,Sour / Wild Ale,4.5,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Societe The Roustabout,4.95,IPA - Imperial / Double,9.2,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,"Fremont Head Full of Dynomite #3 - Chinook, Mosaic, and Ekuanot",4.55,IPA,6.8,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Fremont Stone Squirrel,4.35,Porter,5.4,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Beachwood Amalgamator,4.95,IPA,7.1,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,New Holland Incorrigible,4.7,Berliner Weisse,4.0,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Sudwerk Fünke Hop Farm,5.0,Sour / Wild Ale,6.5,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Madewest IPA,2.7,IPA,7.1,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Smog City Sabre Toothed Squirrel,3.25,Amber Ale,7.0,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Smog City / 21st Amendment California Love,4.2,American Strong Ale,8.5,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Maui Pilialoha Belgian Red,3.5,Spice / Herb / Vegetable,5.6,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,"Ironfire Judge, Jury, and Executioner Triple IPA",3.35,IPA - Imperial / Double,11.2,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Plan 9 Alehouse,Fremont Field to Ferment - Citra,4.5,Pale Ale - American,6.0,"155 E Grand Ave, Escondido, CA 92025",33.1219336,-117.0823719,"https://www.google.com/maps/place/155+E+Grand+Ave,+Escondido,+CA+92025/@33.1219336,-117.0823719,17z/data=!3m1!4b1!4m5!3m4!1s0x80dbf49d79f62cfb:0x108cca236dfcb658!8m2!3d33.1219336!4d-117.0801779"
Belching Beaver Tavern & Grill,Belching Beaver Deftones #1: Phantom Bride,4.85,IPA,7.1,"302 E Broadway, Vista, CA 92084",33.2021265,-117.2432061,"https://www.google.com/maps/place/302+E+Broadway,+Vista,+CA+92084/@33.2021265,-117.2432061,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc769928433ca1:0x251a9f5fef2d0566!8m2!3d33.2021265!4d-117.2410121"
Eppig Brewing,Eppig Glitz and Glam,2.75,Berliner Weisse,4.1,"3052 El Cajon Blvd Ste C, San Diego, CA 92104",32.7555886,-117.1287364,"https://www.google.com/maps/place/Eppig+Brewing+-+North+Park/@32.7555886,-117.1287364,15z/data=!4m2!3m1!1s0x0:0xbd6529a598d641cd?sa=X&ved=0ahUKEwiAreCG3efZAhULilQKHb-_B5wQ_BIInwEwCg"
Eppig Brewing,Eppig The Wolf,4.3,IPA - Imperial / Double,9.0,"3052 El Cajon Blvd Ste C, San Diego, CA 92104",32.7555886,-117.1287364,"https://www.google.com/maps/place/Eppig+Brewing+-+North+Park/@32.7555886,-117.1287364,15z/data=!4m2!3m1!1s0x0:0xbd6529a598d641cd?sa=X&ved=0ahUKEwiAreCG3efZAhULilQKHb-_B5wQ_BIInwEwCg"
Eppig Brewing,Eppig 10:45 To Denver,3.7,IPA,7.0,"3052 El Cajon Blvd Ste C, San Diego, CA 92104",32.7555886,-117.1287364,"https://www.google.com/maps/place/Eppig+Brewing+-+North+Park/@32.7555886,-117.1287364,15z/data=!4m2!3m1!1s0x0:0xbd6529a598d641cd?sa=X&ved=0ahUKEwiAreCG3efZAhULilQKHb-_B5wQ_BIInwEwCg"
Eppig Brewing,Eppig Royale,2.6,Grodziskie/Gose/Lichtenhainer,4.1,"3052 El Cajon Blvd Ste C, San Diego, CA 92104",32.7555886,-117.1287364,"https://www.google.com/maps/place/Eppig+Brewing+-+North+Park/@32.7555886,-117.1287364,15z/data=!4m2!3m1!1s0x0:0xbd6529a598d641cd?sa=X&ved=0ahUKEwiAreCG3efZAhULilQKHb-_B5wQ_BIInwEwCg"
Eppig Brewing,Eppig Moment Of Weakness,2.65,Sour Red / Brown,7.0,"3052 El Cajon Blvd Ste C, San Diego, CA 92104",32.7555886,-117.1287364,"https://www.google.com/maps/place/Eppig+Brewing+-+North+Park/@32.7555886,-117.1287364,15z/data=!4m2!3m1!1s0x0:0xbd6529a598d641cd?sa=X&ved=0ahUKEwiAreCG3efZAhULilQKHb-_B5wQ_BIInwEwCg"
Eppig Brewing,Eppig Factory of Dreams,3.15,IPA,6.8,"3052 El Cajon Blvd Ste C, San Diego, CA 92104",32.7555886,-117.1287364,"https://www.google.com/maps/place/Eppig+Brewing+-+North+Park/@32.7555886,-117.1287364,15z/data=!4m2!3m1!1s0x0:0xbd6529a598d641cd?sa=X&ved=0ahUKEwiAreCG3efZAhULilQKHb-_B5wQ_BIInwEwCg"
