Brewery,Name,Score,Style,ABV,Address,Lat,Lon,Link
Amplified Ale Works,Amplified Ale Works Electrocution IPA,2.8,IPA,7.2,"4150 Mission Blvd Ste 208, San Diego, CA 92109",32.7913197,-117.2544418,"https://www.google.com/maps/place/Amplified+Ale+Works+Kitchen+%2B+Beer+Garden/@32.7913197,-117.2544418,15z/data=!4m2!3m1!1s0x0:0x21df8138b46428de?sa=X&ved=0ahUKEwj_0uenpeDZAhVJ3GMKHTzMC1QQ_BIIpwEwCg"
Amplified Ale Works,Amplified Ale Works Leggy Blonde,2.0,Belgian Ale,5.0,"4150 Mission Blvd Ste 208, San Diego, CA 92109",32.7913197,-117.2544418,"https://www.google.com/maps/place/Amplified+Ale+Works+Kitchen+%2B+Beer+Garden/@32.7913197,-117.2544418,15z/data=!4m2!3m1!1s0x0:0x21df8138b46428de?sa=X&ved=0ahUKEwj_0uenpeDZAhVJ3GMKHTzMC1QQ_BIIpwEwCg"
Duck Foot Brewing Company,Duck Foot Duckzilla Double White IPA,3.8,IPA - Imperial / Double,8.6,"8920 Kenamar Dr Ste 210, San Diego, CA 92121",32.885153,-117.156318,"https://www.google.com/maps/place/Duck+Foot+Brewing+Company/@32.885153,-117.156318,15z/data=!4m5!3m4!1s0x0:0x5548e463de29c45!8m2!3d32.885153!4d-117.156318"
Groundswell Brewing Company,Groundswell Hubba Hubba,3.8,IPA - Imperial / Double,8.3,"6304 Riverdale St, San Diego, CA 92120",32.7889952,-117.0997872,"https://www.google.com/maps/place/Groundswell+Brew+Tasting+Room+(San+Diego)/@32.7889952,-117.0997872,15z/data=!4m2!3m1!1s0x0:0xceedd6076f6d2d05?sa=X&ved=0ahUKEwiEx5K3zeLZAhXhzIMKHdFRDiIQ_BIIpwEwCg"
Saint Archer Brewing Company,Saint Archer Hoppy Pilsner,3.85,Pilsener,5.1,"9550 Distribution Ave, San Diego, CA 92121",32.8804823,-117.1634659,"https://www.google.com/maps/place/Saint+Archer+Brewing+Co./@32.8804823,-117.1634659,15z/data=!4m5!3m4!1s0x0:0x60c10370d3b63059!8m2!3d32.8804823!4d-117.1634659"
Saint Archer Brewing Company,Saint Archer Coffee Cream Porter,4.65,Porter,6.5,"9550 Distribution Ave, San Diego, CA 92121",32.8804823,-117.1634659,"https://www.google.com/maps/place/Saint+Archer+Brewing+Co./@32.8804823,-117.1634659,15z/data=!4m5!3m4!1s0x0:0x60c10370d3b63059!8m2!3d32.8804823!4d-117.1634659"
Saint Archer Brewing Company,Saint Archer Mosaic IPA,4.9,IPA - Imperial / Double,9.0,"9550 Distribution Ave, San Diego, CA 92121",32.8804823,-117.1634659,"https://www.google.com/maps/place/Saint+Archer+Brewing+Co./@32.8804823,-117.1634659,15z/data=!4m5!3m4!1s0x0:0x60c10370d3b63059!8m2!3d32.8804823!4d-117.1634659"
Saint Archer Brewing Company,Saint Archer IPA,4.5,IPA,7.0,"9550 Distribution Ave, San Diego, CA 92121",32.8804823,-117.1634659,"https://www.google.com/maps/place/Saint+Archer+Brewing+Co./@32.8804823,-117.1634659,15z/data=!4m5!3m4!1s0x0:0x60c10370d3b63059!8m2!3d32.8804823!4d-117.1634659"
Saint Archer Brewing Company,Tusk & Grain Coconut Stout,4.9,Stout - Imperial,11.54,"9550 Distribution Ave, San Diego, CA 92121",32.8804823,-117.1634659,"https://www.google.com/maps/place/Saint+Archer+Brewing+Co./@32.8804823,-117.1634659,15z/data=!4m5!3m4!1s0x0:0x60c10370d3b63059!8m2!3d32.8804823!4d-117.1634659"
Saint Archer Brewing Company,Saint Archer Citra 7,4.65,IPA,7.0,"9550 Distribution Ave, San Diego, CA 92121",32.8804823,-117.1634659,"https://www.google.com/maps/place/Saint+Archer+Brewing+Co./@32.8804823,-117.1634659,15z/data=!4m5!3m4!1s0x0:0x60c10370d3b63059!8m2!3d32.8804823!4d-117.1634659"
Wild Barrel Brewing Company,Wild Barrel San Diego Vice - Pink Guava,4.35,Berliner Weisse,5.6,"692 Rancheros Dr, San Marcos, CA 92069",33.140147,-117.1479477,"https://www.google.com/maps/place/692+Rancheros+Dr,+San+Marcos,+CA+92069/@33.140147,-117.1479477,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8acbdd28df01:0x6b3b049776a148dc!8m2!3d33.140147!4d-117.145759"
Wild Barrel Brewing Company,Wild Barrel San Diego Vice - Montmorency Cherries,4.0,Berliner Weisse,5.6,"692 Rancheros Dr, San Marcos, CA 92069",33.140147,-117.1479477,"https://www.google.com/maps/place/692+Rancheros+Dr,+San+Marcos,+CA+92069/@33.140147,-117.1479477,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8acbdd28df01:0x6b3b049776a148dc!8m2!3d33.140147!4d-117.145759"
Wild Barrel Brewing Company,Wild Barrel San Diego Vice Sans Fruit,3.7,Berliner Weisse,5.0,"692 Rancheros Dr, San Marcos, CA 92069",33.140147,-117.1479477,"https://www.google.com/maps/place/692+Rancheros+Dr,+San+Marcos,+CA+92069/@33.140147,-117.1479477,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8acbdd28df01:0x6b3b049776a148dc!8m2!3d33.140147!4d-117.145759"
Wild Barrel Brewing Company,Wild Barrel Hipster Latte,4.15,Stout - Sweet,5.5,"692 Rancheros Dr, San Marcos, CA 92069",33.140147,-117.1479477,"https://www.google.com/maps/place/692+Rancheros+Dr,+San+Marcos,+CA+92069/@33.140147,-117.1479477,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8acbdd28df01:0x6b3b049776a148dc!8m2!3d33.140147!4d-117.145759"
Second Chance Beer Company,Second Chance Clever Hoppy Name (Xtra Pale Ale),3.6,Pale Ale - American,5.9,"15378 Ave Of Science #222, San Diego, CA 92128",32.9949762,-117.0821099,"https://www.google.com/maps/place/Second+Chance+Beer+Co.+Brewery/@32.9949762,-117.0821099,15z/data=!4m2!3m1!1s0x0:0x2af0d3f2a72a9faa?sa=X&ved=0ahUKEwi79r39vOfZAhVH7lQKHRZpAZkQ_BIIngEwDQ"
Second Chance Beer Company,Second Chance Fool Me Twice,4.2,IPA - Imperial / Double,8.8,"15378 Ave Of Science #222, San Diego, CA 92128",32.9949762,-117.0821099,"https://www.google.com/maps/place/Second+Chance+Beer+Co.+Brewery/@32.9949762,-117.0821099,15z/data=!4m2!3m1!1s0x0:0x2af0d3f2a72a9faa?sa=X&ved=0ahUKEwi79r39vOfZAhVH7lQKHRZpAZkQ_BIIngEwDQ"
Second Chance Beer Company,Second Chance Seize the Coffee,4.15,IPA,6.5,"15378 Ave Of Science #222, San Diego, CA 92128",32.9949762,-117.0821099,"https://www.google.com/maps/place/Second+Chance+Beer+Co.+Brewery/@32.9949762,-117.0821099,15z/data=!4m2!3m1!1s0x0:0x2af0d3f2a72a9faa?sa=X&ved=0ahUKEwi79r39vOfZAhVH7lQKHRZpAZkQ_BIIngEwDQ"
Second Chance Beer Company,Second Chance Seize the IPA,2.65,IPA,6.5,"15378 Ave Of Science #222, San Diego, CA 92128",32.9949762,-117.0821099,"https://www.google.com/maps/place/Second+Chance+Beer+Co.+Brewery/@32.9949762,-117.0821099,15z/data=!4m2!3m1!1s0x0:0x2af0d3f2a72a9faa?sa=X&ved=0ahUKEwi79r39vOfZAhVH7lQKHRZpAZkQ_BIIngEwDQ"
Second Chance Beer Company,Second Chance Legally Red IPA,2.85,IPA,6.6,"15378 Ave Of Science #222, San Diego, CA 92128",32.9949762,-117.0821099,"https://www.google.com/maps/place/Second+Chance+Beer+Co.+Brewery/@32.9949762,-117.0821099,15z/data=!4m2!3m1!1s0x0:0x2af0d3f2a72a9faa?sa=X&ved=0ahUKEwi79r39vOfZAhVH7lQKHRZpAZkQ_BIIngEwDQ"
Second Chance Beer Company,Second Chance Tabula Rasa,4.25,Porter,6.2,"15378 Ave Of Science #222, San Diego, CA 92128",32.9949762,-117.0821099,"https://www.google.com/maps/place/Second+Chance+Beer+Co.+Brewery/@32.9949762,-117.0821099,15z/data=!4m2!3m1!1s0x0:0x2af0d3f2a72a9faa?sa=X&ved=0ahUKEwi79r39vOfZAhVH7lQKHRZpAZkQ_BIIngEwDQ"
Stone Tap Room (Petco Park),Stone Imperial Russian Stout - Bourbon Barrel,5.0,Stout - Imperial,10.8,"795 J St, San Diego, CA 92101",32.7088062,-117.1575553,"https://www.google.com/maps/place/Stone+Brewing+Tap+Room/@32.7088062,-117.1575553,15z/data=!4m2!3m1!1s0x0:0x7b72011f0ccf9864?sa=X&ved=0ahUKEwio99rA4ufZAhUZS2MKHZZmBJAQ_BIIkgEwCg"
Belching Beaver (Ocean Beach),Belching Beaver Me So Honey,2.1,Golden Ale / Blond Ale,5.5,"4836 Newport Ave, San Diego, CA 92107",32.7453914,-117.2481182,"https://www.google.com/maps/place/Belching+Beaver+Brewery+Ocean+Beach/@32.7453914,-117.2481182,15z/data=!4m5!3m4!1s0x0:0x67f13f410087f95f!8m2!3d32.7453914!4d-117.2481182"
Bolt Brewery,Bolt Dan Stouts,3.25,Stout,5.9,"8179 Center St, La Mesa, CA 91942",32.7719369,-117.0205874,"https://www.google.com/maps/place/Bolt+Brewery/@32.7719369,-117.0205874,15z/data=!4m5!3m4!1s0x0:0xe36d9eca5d12bf02!8m2!3d32.7719369!4d-117.0205874"
Legacy Brewing Company,Legacy (CA) Chesty Irish Red,2.2,Irish Ale,5.3,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Bixlers Alt,4.5,,,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Blue Dog White Ale,4.2,,5.0,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Bourbon Aged Hedonism,3.4,,,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Brown Aled Girl,3.8,,,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Bruin Ale,3.5,,,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Dear Abbey Dubbel,3.5,,7.5,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Duke Of Ale,4.2,,6.7,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Euphoria,3.8,,9.0,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Fantasy,4.2,,9.5,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Fat Boy,3.3,,5.2,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Heavy Handed Hops,3.8,,,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Hedonism Ale,3.7,,7.1,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Hoptimus Prime,4.1,,9.0,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,King Street Ale,4.0,,,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Kriek,1.5,,,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Legacy Pale Ale,3.6,,5.8,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Midnight Wit,3.8,,4.9,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Nor Easter,3.7,,7.2,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Reading Pils,4.6,,4.9,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Legacy Brewing Company,Steam Horse Lager,4.0,,4.4,"363 Airport Rd, Oceanside, CA 92058",33.2153946,-117.3529638,"https://www.google.com/maps/place/363+Airport+Rd,+Oceanside,+CA+92058/@33.2153946,-117.3529638,17z/data=!3m1!4b1!4m5!3m4!1s0x80dc702d9aae0f1f:0x20835e0cd22e2b80!8m2!3d33.2153901!4d-117.3507698"
Pariah Brewing Company,Pariah Erotic City,2.6,Belgian Strong Ale,9.0,"3052 El Cajon Blvd Ste B, San Diego, CA 92104",32.755723,-117.128732,"https://www.google.com/maps/place/Pariah+Brewing+Company/@32.755723,-117.128732,15z/data=!4m5!3m4!1s0x0:0x19d1113161bdfa52!8m2!3d32.755723!4d-117.128732"
Pariah Brewing Company,Pariah Clearly Juice DIPA,3.9,IPA - Imperial / Double,8.0,"3052 El Cajon Blvd Ste B, San Diego, CA 92104",32.755723,-117.128732,"https://www.google.com/maps/place/Pariah+Brewing+Company/@32.755723,-117.128732,15z/data=!4m5!3m4!1s0x0:0x19d1113161bdfa52!8m2!3d32.755723!4d-117.128732"
New English Brewing Company,New English Bine & Vine 4th Anniversary Ale - Adams Avenue Imperial Porter,4.6,Porter - Imperial / Double,8.5,"11545 Sorrento Valley Rd Ste 305, San Diego, CA 92121",32.9121965,-117.2318205,"https://www.google.com/maps/place/New+English+Brewing+-+San+Diego+Brewery/@32.9121965,-117.2318205,15z/data=!4m5!3m4!1s0x0:0x25697c6c563e3757!8m2!3d32.9121965!4d-117.2318205"
New English Brewing Company,New English Pacific Storm,2.2,Stout - Dry,5.0,"11545 Sorrento Valley Rd Ste 305, San Diego, CA 92121",32.9121965,-117.2318205,"https://www.google.com/maps/place/New+English+Brewing+-+San+Diego+Brewery/@32.9121965,-117.2318205,15z/data=!4m5!3m4!1s0x0:0x25697c6c563e3757!8m2!3d32.9121965!4d-117.2318205"
New English Brewing Company,New English Brewers Special Brown Ale,2.45,Brown Ale,6.6,"11545 Sorrento Valley Rd Ste 305, San Diego, CA 92121",32.9121965,-117.2318205,"https://www.google.com/maps/place/New+English+Brewing+-+San+Diego+Brewery/@32.9121965,-117.2318205,15z/data=!4m5!3m4!1s0x0:0x25697c6c563e3757!8m2!3d32.9121965!4d-117.2318205"
New English Brewing Company,New English Humbly Legit,2.45,IPA,7.5,"11545 Sorrento Valley Rd Ste 305, San Diego, CA 92121",32.9121965,-117.2318205,"https://www.google.com/maps/place/New+English+Brewing+-+San+Diego+Brewery/@32.9121965,-117.2318205,15z/data=!4m5!3m4!1s0x0:0x25697c6c563e3757!8m2!3d32.9121965!4d-117.2318205"
New English Brewing Company,New English Pure & Simple IPA,4.6,IPA,6.5,"11545 Sorrento Valley Rd Ste 305, San Diego, CA 92121",32.9121965,-117.2318205,"https://www.google.com/maps/place/New+English+Brewing+-+San+Diego+Brewery/@32.9121965,-117.2318205,15z/data=!4m5!3m4!1s0x0:0x25697c6c563e3757!8m2!3d32.9121965!4d-117.2318205"
New English Brewing Company,Brewers Special Brown Ale,3.3,,6.6,"11545 Sorrento Valley Rd Ste 305, San Diego, CA 92121",32.9121965,-117.2318205,"https://www.google.com/maps/place/New+English+Brewing+-+San+Diego+Brewery/@32.9121965,-117.2318205,15z/data=!4m5!3m4!1s0x0:0x25697c6c563e3757!8m2!3d32.9121965!4d-117.2318205"
New English Brewing Company,Explorer ESB,3.8,,,"11545 Sorrento Valley Rd Ste 305, San Diego, CA 92121",32.9121965,-117.2318205,"https://www.google.com/maps/place/New+English+Brewing+-+San+Diego+Brewery/@32.9121965,-117.2318205,15z/data=!4m5!3m4!1s0x0:0x25697c6c563e3757!8m2!3d32.9121965!4d-117.2318205"
New English Brewing Company,Trooper's Tipple,3.2,,4.8,"11545 Sorrento Valley Rd Ste 305, San Diego, CA 92121",32.9121965,-117.2318205,"https://www.google.com/maps/place/New+English+Brewing+-+San+Diego+Brewery/@32.9121965,-117.2318205,15z/data=!4m5!3m4!1s0x0:0x25697c6c563e3757!8m2!3d32.9121965!4d-117.2318205"
Poor House Brewing Company,Poor House Little Mosaic,3.1,Pale Ale - American,5.6,"4494 30th St, San Diego, CA 92116",32.759017,-117.130411,"https://www.google.com/maps/place/Poor+House+Brewing+Company/@32.759017,-117.130411,15z/data=!4m2!3m1!1s0x0:0x4d7d47de45a67d68?sa=X&ved=0ahUKEwiateav4trZAhVlxoMKHVArDVMQ_BIIpQEwCg"
Novo Brazil Brewing,Novo Brazil Pool Party Haze,3.85,IPA,5.5,"901 Lane Ave, Chula Vista, Ca 91914",32.651977,-116.961404,"https://www.google.com/maps/place/Novo+Brazil+Brewing/@32.651977,-116.961404,15z/data=!4m2!3m1!1s0x0:0xc7cc87b476af8e20?sa=X&ved=0ahUKEwi10NDVuNbZAhUJG6wKHVkBDL4Q_BIItgEwCg"
Novo Brazil Brewing,Novo Brazil Quadrupel,2.3,Abbey Quadrupel / Abt,10.0,"901 Lane Ave, Chula Vista, Ca 91914",32.651977,-116.961404,"https://www.google.com/maps/place/Novo+Brazil+Brewing/@32.651977,-116.961404,15z/data=!4m2!3m1!1s0x0:0xc7cc87b476af8e20?sa=X&ved=0ahUKEwi10NDVuNbZAhUJG6wKHVkBDL4Q_BIItgEwCg"
Novo Brazil Brewing,Novo Brazil Jobim Haze,4.65,IPA - Imperial / Double,8.2,"901 Lane Ave, Chula Vista, Ca 91914",32.651977,-116.961404,"https://www.google.com/maps/place/Novo+Brazil+Brewing/@32.651977,-116.961404,15z/data=!4m2!3m1!1s0x0:0xc7cc87b476af8e20?sa=X&ved=0ahUKEwi10NDVuNbZAhUJG6wKHVkBDL4Q_BIItgEwCg"
Novo Brazil Brewing,Novo Brazil Samba Haze,3.6,IPA - Hazy / New England,5.4,"901 Lane Ave, Chula Vista, Ca 91914",32.651977,-116.961404,"https://www.google.com/maps/place/Novo+Brazil+Brewing/@32.651977,-116.961404,15z/data=!4m2!3m1!1s0x0:0xc7cc87b476af8e20?sa=X&ved=0ahUKEwi10NDVuNbZAhUJG6wKHVkBDL4Q_BIItgEwCg"
Novo Brazil Brewing,Novo Brazil Chula Pils,3.05,Pilsener,5.0,"901 Lane Ave, Chula Vista, Ca 91914",32.651977,-116.961404,"https://www.google.com/maps/place/Novo+Brazil+Brewing/@32.651977,-116.961404,15z/data=!4m2!3m1!1s0x0:0xc7cc87b476af8e20?sa=X&ved=0ahUKEwi10NDVuNbZAhUJG6wKHVkBDL4Q_BIItgEwCg"
Novo Brazil Brewing,Novo Brazil Otay IPA,3.55,IPA,6.0,"901 Lane Ave, Chula Vista, Ca 91914",32.651977,-116.961404,"https://www.google.com/maps/place/Novo+Brazil+Brewing/@32.651977,-116.961404,15z/data=!4m2!3m1!1s0x0:0xc7cc87b476af8e20?sa=X&ved=0ahUKEwi10NDVuNbZAhUJG6wKHVkBDL4Q_BIItgEwCg"
Novo Brazil Brewing,Novo Brazil The Mango Beer,4.3,IPA,6.9,"901 Lane Ave, Chula Vista, Ca 91914",32.651977,-116.961404,"https://www.google.com/maps/place/Novo+Brazil+Brewing/@32.651977,-116.961404,15z/data=!4m2!3m1!1s0x0:0xc7cc87b476af8e20?sa=X&ved=0ahUKEwi10NDVuNbZAhUJG6wKHVkBDL4Q_BIItgEwCg"
Novo Brazil Brewing,Novo Brazil / Creative Creature Bossa Haze,4.85,IPA - Imperial / Double,7.6,"901 Lane Ave, Chula Vista, Ca 91914",32.651977,-116.961404,"https://www.google.com/maps/place/Novo+Brazil+Brewing/@32.651977,-116.961404,15z/data=!4m2!3m1!1s0x0:0xc7cc87b476af8e20?sa=X&ved=0ahUKEwi10NDVuNbZAhUJG6wKHVkBDL4Q_BIItgEwCg"
Quantum Brewing,Quantum (CA) Singularity Oatmeal Stout,1.6,Stout,5.5,"5375 Kearny Villa Rd Ste 116, San Diego, CA 92123",32.8305589,-117.1392054,"https://www.google.com/maps/place/Quantum+Brewing/@32.8305589,-117.1392054,15z/data=!4m2!3m1!1s0x0:0xae897ba6499bf511?sa=X&ved=0ahUKEwi2yovhuNbZAhUNcq0KHa9dB0MQ_BIIpQEwCg"
Coronado Brewing (Imperial Beach),Coronado CoastWise Session IPA,4.1,IPA - Session,5.0,"875 Seacoast Dr, Imperial Beach, CA 91932",32.5805135,-117.1315194,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Imperial+Beach+Restaurant/@32.5805135,-117.1315194,15z/data=!4m2!3m1!1s0x0:0xba12d9bbcbd78eca?sa=X&ved=0ahUKEwjtpMPZ1eLZAhXF7IMKHaH2BP4Q_BIItQEwCg"
Coronado Brewing (Imperial Beach),Coronado Berry The Hatchet,2.05,Fruit Beer,4.6,"875 Seacoast Dr, Imperial Beach, CA 91932",32.5805135,-117.1315194,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Imperial+Beach+Restaurant/@32.5805135,-117.1315194,15z/data=!4m2!3m1!1s0x0:0xba12d9bbcbd78eca?sa=X&ved=0ahUKEwjtpMPZ1eLZAhXF7IMKHaH2BP4Q_BIItQEwCg"
Coronado Brewing (Imperial Beach),Coronado Peach Cruiser,3.1,IPA,6.8,"875 Seacoast Dr, Imperial Beach, CA 91932",32.5805135,-117.1315194,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Imperial+Beach+Restaurant/@32.5805135,-117.1315194,15z/data=!4m2!3m1!1s0x0:0xba12d9bbcbd78eca?sa=X&ved=0ahUKEwjtpMPZ1eLZAhXF7IMKHaH2BP4Q_BIItQEwCg"
Coronado Brewing (Imperial Beach),Coronado Marine Dream,3.8,IPA - Hazy / New England,6.5,"875 Seacoast Dr, Imperial Beach, CA 91932",32.5805135,-117.1315194,"https://www.google.com/maps/place/Coronado+Brewing+Company+%7C+Imperial+Beach+Restaurant/@32.5805135,-117.1315194,15z/data=!4m2!3m1!1s0x0:0xba12d9bbcbd78eca?sa=X&ved=0ahUKEwjtpMPZ1eLZAhXF7IMKHaH2BP4Q_BIItQEwCg"
Port Brewing Co / The Lost Abbey - Tasting Room,"""Just One More"" Scotch Ale",3.6,,10.5,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
Port Brewing Co / The Lost Abbey - Tasting Room,2nd Anniversary Double IPA,3.8,,9.5,"155 Mata Way #104, San Marcos, CA 92069",33.1416847,-117.1514851,"https://www.google.com/maps/place/155+Mata+Way+%23104,+San+Marcos,+CA+92069/@33.1416847,-117.1514851,17z/data=!3m1!4b1!4m5!3m4!1s0x80db8ac9db359c4b:0xf19fcfed99d8b744!8m2!3d33.1416847!4d-117.1492964"
